topology,workload,meander_density,n_edges,max_degree,total_route_length_mm,longest_route_mm,crossings,drc_violations,drc_notes,crosstalk_proxy,workload_mismatch,min_est_qw_freq_ghz,avg_est_qw_freq_ghz,input_pitch_mm,norm_total_route_length_mm,norm_longest_route_mm,norm_crossings,norm_drc_violations,norm_crosstalk_proxy,norm_workload_mismatch,cost
star,GHZ,2,4,4,14.879999999999999,3.7199999999999998,0,0,PASS,1.4,0.0,8.225118176912598,8.225118176912598,3.1,0.6653968253968254,0.8941979522184296,0.0,0.0,0.8749999999999999,0.0,0.39845905791212954
ring,GHZ,3,5,2,18.849999999999998,3.77,0,0,PASS,0.75,0.5,8.116031728942936,8.116031728942938,2.9,0.9174603174603174,0.911262798634812,0.0,0.0,0.46875,0.3333333333333333,0.4071606499539519
star,GHZ,3,4,4,15.08,3.7700000000000005,0,0,PASS,1.6,0.0,8.116031728942936,8.116031728942936,2.9,0.6780952380952382,0.9112627986348121,0.0,0.0,1.0,0.0,0.4223084674142694
ring,GHZ,3,5,2,20.15,4.030000000000001,0,0,PASS,0.75,0.5,7.59241677868855,7.592416778688552,3.1,1.0,1.0,0.0,0.0,0.46875,0.3333333333333333,0.43697916666666664
star,GHZ,3,4,4,16.119999999999997,4.03,0,0,PASS,1.6,0.0,7.592416778688551,7.592416778688552,3.1,0.7441269841269841,0.9999999999999997,0.0,0.0,1.0,0.0,0.4488253968253968
linear,GHZ,0,4,2,11.6,2.9,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.0,1.5,10.550841247625817,10.550841247625817,2.9,0.45714285714285713,0.6143344709897608,0.0,1.0,0.0,1.0,0.48357874207703555
linear,GHZ,0,4,2,12.4,3.1,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.0,1.5,9.870141812295117,9.870141812295117,3.1,0.507936507936508,0.6825938566552898,0.0,1.0,0.0,1.0,0.5039763800855951
linear,GHZ,1,4,2,12.76,3.19,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.2,1.5,9.591673861478014,9.591673861478014,2.9,0.5307936507936508,0.7133105802047779,0.0,1.0,0.125,1.0,0.5319053171894469
linear,GHZ,1,4,2,13.640000000000002,3.4100000000000006,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.2,1.5,8.97285619299556,8.97285619299556,3.1,0.5866666666666669,0.7883959044368599,0.0,1.0,0.125,1.0,0.5543427189988624
linear,GHZ,2,4,2,13.92,3.48,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.4,1.5,8.792367706354847,8.792367706354847,2.9,0.6044444444444445,0.8122866894197949,0.0,1.0,0.25,1.0,0.5802318923018581
linear,GHZ,2,4,2,14.879999999999999,3.7199999999999998,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.4,1.5,8.225118176912598,8.225118176912598,3.1,0.6653968253968254,0.8941979522184296,0.0,1.0,0.25,1.0,0.6047090579121296
linear,GHZ,3,4,2,15.08,3.77,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.6000000000000001,1.5,8.116031728942936,8.116031728942936,2.9,0.6780952380952382,0.911262798634812,0.0,1.0,0.37500000000000006,1.0,0.6285584674142695
linear,GHZ,3,4,2,16.12,4.03,0,2,Q0 violates x-edge keepout | Q4 violates x-edge keepout,0.6000000000000001,1.5,7.592416778688551,7.592416778688551,3.1,0.7441269841269843,0.9999999999999997,0.0,1.0,0.37500000000000006,1.0,0.6550753968253968
